Feature name,Distribution,Reject pvalue,Params,target
2590,genextreme,0.6621306237215961,"(0.04988337874193753, 3.836233070114627, 0.26273332900903745)",lesional
2591,norm,0.9706455407704122,"(5.129629178405515, 0.27984184494261394)",lesional
2593,norm,0.16865981110596107,"(3.862434603101956, 0.5490961724152793)",lesional
2594,norm,0.7752134365657549,"(5.676685140257874, 0.4633008767151062)",lesional
2595,weibull_max,0.9993592543128557,"(2.0875731837141682, 7.079106664378837, 2.296363913691456)",lesional
2596,norm,0.1812729469987302,"(5.87495698635755, 0.48621674291852995)",lesional
2597,weibull_min,0.6526607768298912,"(18.97462420312575, -1.7560464840344117, 5.420941280668638)",lesional
2599,weibull_min,0.9813968350395283,"(5.013673540630959, 1.3558933067154437, 3.3343211265387436)",lesional
2601,norm,0.9112699806683541,"(5.694146344700906, 0.44982263663211436)",lesional
2602,weibull_min,0.40230609036124765,"(13.53501503456634, 0.8375571990076911, 5.954122062884398)",lesional
2603,weibull_min,0.2384129492373841,"(13.75629447944555, -3.6670777494649616, 7.719119206618851)",lesional
2606,weibull_min,0.8944193386928616,"(9.559900212066749, -1.3303224032363157, 4.478831323217103)",lesional
2607,weibull_min,0.606604864834509,"(12.059241814873783, 0.7643185861908857, 3.400378069435372)",lesional
2610,norm,0.6626892817349014,"(8.11874184051348, 0.2561832463070789)",lesional
2613,genextreme,0.5832034536578066,"(0.4858367051147675, 7.928611354450217, 0.40322178951263005)",lesional
2614,genextreme,0.7032028657391127,"(0.12626646504793199, 5.187419789143457, 0.3655204615428104)",lesional
2615,weibull_min,0.6677657890935368,"(5.504811508342582, -0.08754488130105859, 3.0503136400183637)",lesional
2616,weibull_min,0.8570216149871721,"(9.869349452716733, 2.6256713358070716, 2.5526571983418336)",lesional
2617,weibull_min,0.8580105534639381,"(11.524650054758622, -2.3132549277509105, 6.3726800846803435)",lesional
2621,norm,0.46879594176967054,"(6.2890830133684075, 0.23735540716640893)",lesional
2625,weibull_min,0.8216589291084447,"(10.16854095275831, -0.27388311632731, 2.6743377687256613)",lesional
2626,norm,0.7032310019027785,"(5.287928447077472, 0.4910471190581494)",lesional
2627,genextreme,0.6787268150966668,"(0.2095641138024829, 3.0213092040421605, 0.5018651782078525)",lesional
2629,weibull_min,0.9160486248502122,"(8.94349202396212, 2.3753019593127522, 2.3109016055119413)",lesional
2630,norm,0.4228583805778575,"(5.532839552194557, 0.41135984478152837)",lesional
2633,weibull_min,0.6310164374689554,"(5.672540375340285, 4.443484791912968, 1.3059516527637904)",lesional
2634,weibull_min,0.9881926731425468,"(2.202479643580636, 2.816056709175835, 1.0313647379902287)",lesional
2636,weibull_min,0.10278050376992076,"(9.780306829290158, 6.511081068636029, 2.149027955597587)",lesional
2638,norm,0.5279423740651638,"(6.060620073877295, 0.4008711802596009)",lesional
2639,norm,0.48964528992733525,"(4.316329711810489, 0.3315103985534303)",lesional
2641,weibull_min,0.5490408874047137,"(20.11333355483143, 1.254812937244401, 4.283738032008673)",lesional
2642,genextreme,0.9874342468813245,"(0.4572721487430834, 4.745681936238403, 0.4607994910014078)",lesional
2643,norm,0.2772140368485331,"(5.665099047725667, 0.674099221405203)",lesional
2645,weibull_min,0.8307351079692885,"(9.954038318142398, -0.8451037130959848, 4.499949994770806)",lesional
2646,weibull_min,0.7757262557868998,"(380.95613230505614, -136.27460820322602, 139.50124998315928)",lesional
2647,weibull_min,0.9226028499257272,"(6.202621125707358, 4.506401307241515, 1.6447341069416783)",lesional
2648,weibull_min,0.5779989522737885,"(7.065063405309038, 2.745498907910343, 2.471842874834507)",lesional
2651,norm,0.6297291087907996,"(5.713807159608478, 0.2965649032402271)",lesional
2654,norm,0.9557514450260287,"(6.357920895621876, 0.5940206021611347)",lesional
2656,weibull_min,0.9967552816758808,"(44.62513978956136, -24.478395850060622, 29.15719076070619)",lesional
2658,weibull_max,0.8261429892975645,"(2.2556965124913253, 4.647837227031591, 0.6958618044913623)",lesional
2659,weibull_min,0.04711855725718117,"(15.914616042715615, -1.8108783317497408, 5.660411686139318)",lesional
2660,weibull_min,0.46578889410568936,"(23.01662059773142, -4.084917891991621, 7.7130394903564525)",lesional
2662,weibull_min,0.9769498485262934,"(6.328028902428541, 4.304118818440088, 1.6480546887855738)",lesional
2663,norm,0.4455777117537054,"(8.576039426334914, 0.3284981375475536)",lesional
2664,weibull_max,0.9275752566500375,"(3.0406381436143772, 5.339550415050621, 1.2864185149358112)",lesional
2671,norm,0.5270346455797845,"(4.226350271330834, 0.31971143359325577)",lesional
2672,norm,0.5580329507150208,"(3.826743506907775, 0.24792121569939773)",lesional
2673,weibull_min,0.9893870326547234,"(9.42833390087452, -0.5297182040055537, 5.010005434971193)",lesional
2674,norm,0.8447673984563795,"(3.64284984651859, 0.4541096246867736)",lesional
2677,weibull_min,0.883001674492836,"(12.688439498824643, -4.64939078185362, 9.149866773687698)",lesional
2679,norm,0.8784913276393144,"(6.423169268988882, 0.4311651327692536)",lesional
2681,weibull_max,0.7971143204484274,"(2.2564247211255233, 6.204966890703598, 1.3972626201912068)",lesional
2684,weibull_min,0.9467085938391552,"(4.462668552073932, 1.166901703012479, 2.851596726038899)",lesional
2685,weibull_min,0.9389472323850565,"(5.7513540516987876, 6.383096222124154, 2.0113521704222155)",lesional
2686,norm,0.3225338972877052,"(7.753322309376727, 0.22059476064616762)",lesional
2687,norm,0.915590774445631,"(5.9953394749458875, 0.438261321717149)",lesional
2688,norm,0.768009598565328,"(5.937162075189305, 0.4399473435934417)",lesional
2690,weibull_min,0.965364592896659,"(6.67280583767608, 3.8445634768357504, 1.7999470966915205)",lesional
2693,weibull_min,0.7492022279562074,"(95.9325531106187, -26.063520538570017, 32.125019663881666)",lesional
2694,norm,0.8662150659414534,"(4.417901887907235, 0.3902844089382253)",lesional
2695,norm,0.6782325729649259,"(3.4072447636116077, 0.3664507677448942)",lesional
2696,weibull_min,0.9449104162548569,"(20209555.53540477, -5354018.364252213, 5354020.99862882)",lesional
2697,weibull_max,0.11771865376995583,"(2.3279651440360403, 6.952390507560887, 1.249771107409774)",lesional
2698,norm,0.9952854818564936,"(4.202237417363834, 0.515395304175523)",lesional
2699,weibull_max,0.7951096594051195,"(2.2996830955460474, 4.568075313117767, 1.287538435984788)",lesional
2700,norm,0.4993277357002166,"(4.133732062404571, 0.4483100487950892)",lesional
2701,weibull_min,0.9400015581592266,"(9.81588326120687, -2.3627627813573087, 6.684094088828811)",lesional
2702,weibull_min,0.8929923814195192,"(8.212905655300895, -0.7184966769433295, 4.203737289067972)",lesional
2703,norm,0.5952428580860836,"(4.678483888834406, 0.4999145350764942)",lesional
2705,weibull_max,0.8534452932010426,"(3.4776413371417503, 3.5602999228645773, 1.1337967340910389)",lesional
2706,norm,0.8537728132603033,"(3.9724637913566263, 0.9823731364340065)",lesional
2707,weibull_min,0.9999601067824178,"(4.653991217491944, 4.4891135355913985, 1.5343280654454872)",lesional
2708,weibull_min,0.3454710957751358,"(20.56755195779168, -2.219656622138145, 7.122141975664127)",lesional
2711,norm,0.4024448246204705,"(5.402813525823288, 0.41961006371193604)",lesional
2712,weibull_max,0.9963769300314456,"(2.0939405343060926, 5.273824851434279, 0.7311044824697328)",lesional
2713,weibull_min,0.979642404439728,"(7.336572810845954, 1.2666417535134258, 2.8917018797215133)",lesional
2715,weibull_max,0.9767442365886451,"(2.295328437377134, 6.795543266648902, 1.5172863050038488)",lesional
2716,weibull_min,0.7714505779557402,"(4.431394535167939, 5.111083163054549, 1.6345105360784968)",lesional
2717,weibull_min,0.050746485499463145,"(2.052950309705393, 1.9921976361166505, 2.67342372991179)",lesional
2718,weibull_min,0.3280637920226973,"(7.107979517031339, 1.5112314455229474, 3.512406676709123)",lesional
2720,norm,0.6023379967513836,"(5.433438093092867, 0.4043942901627213)",lesional
2721,weibull_max,0.9852956661259202,"(8.98451081421149, 6.206044892878557, 2.2868958894864875)",lesional
2722,weibull_min,0.937241904769333,"(2.233119218771237, 5.542775110785497, 0.399924610156313)",lesional
2723,norm,0.698402776057915,"(5.34349060840668, 0.24747239985485192)",lesional
2724,genextreme,0.9191087161787161,"(0.36153831900810995, 5.033589434104471, 0.5061952499805475)",lesional
2725,genextreme,0.8738900052276914,"(0.41215482749359494, 1.8536182863196973, 0.4880756021733045)",lesional
2726,genextreme,0.7328309877585912,"(0.43826357877171174, 5.66618054141812, 0.7356602794655677)",lesional
2727,norm,0.8782245289111359,"(6.232276212147279, 0.25297229952555844)",lesional
2728,weibull_min,0.9660501463669204,"(5.981754047997789, 5.305016716011596, 1.3896771193244257)",lesional
2730,weibull_min,0.6079616881978271,"(47929079.753577195, -11163303.103187462, 11163308.84883445)",lesional
2731,weibull_max,0.9473121637057041,"(2.070610835005235, 6.370829551045093, 0.5777766593641167)",lesional
2732,weibull_max,0.8429211601708326,"(2.2379126896279793, 4.852462934915524, 1.59428764068015)",lesional
2733,norm,0.7327041593597653,"(5.382551005587871, 0.7155292172011452)",lesional
2734,weibull_min,0.9950065101614702,"(5.864571639355486, 1.3733720880410738, 1.5574113218858097)",lesional
2736,weibull_min,0.521534498959412,"(28.17221732780194, 0.6626171774869063, 5.282093197392024)",lesional
2737,weibull_min,0.8326763930842745,"(6.591120857370389, 0.6869969859281342, 2.6854753943540377)",lesional
2738,norm,0.9400126047181838,"(5.633205252085968, 0.14403102904005138)",lesional
2740,norm,0.49877466870321974,"(2.920596442615326, 0.35206712833745024)",lesional
2741,weibull_min,0.6552901447376632,"(14.720995703050594, -2.399082611100485, 6.051815308808715)",lesional
2742,weibull_min,0.6297229150194072,"(5.4483826472815915, 4.122758922623854, 1.2085770575780868)",lesional
2743,weibull_min,0.7365959414742855,"(5.539601443246548, 4.630641472314704, 1.1476244163880889)",lesional
2744,norm,0.8509434134117713,"(2.796442925078087, 0.4117515200360214)",lesional
2746,norm,0.6352549152640699,"(3.4802517368760295, 0.6823898726201849)",lesional
2747,weibull_max,0.9993178581642626,"(2.9658527793177782, 6.761601957244117, 1.289529271602535)",lesional
2748,norm,0.9584839934262637,"(6.581606839538983, 0.15132793335169825)",lesional
2749,norm,0.978613348376068,"(5.431421811651612, 0.22837701312416023)",lesional
2750,weibull_min,0.7385542395010958,"(6.169124066552726, 3.162984722795821, 1.2877079814646404)",lesional
2751,weibull_min,0.8704225600471415,"(6.290714360441344, 4.072551532496055, 1.6306796959259686)",lesional
2752,weibull_max,0.7578061154253535,"(12.706886215108948, 12.655035700528122, 6.878217835816158)",lesional
2753,weibull_min,0.9836626560958153,"(9.686890342092, 1.3950150413750984, 2.57438016407212)",lesional
2754,weibull_min,0.3639338578909096,"(35581220.31743538, -7943959.019582787, 7943964.878468053)",lesional
2755,weibull_min,0.9570822949609248,"(83085492.87277591, -39512022.442013234, 39512029.66375087)",lesional
2756,weibull_min,0.8576071027502663,"(17.945468557749958, -0.5453248303588047, 5.217511390100276)",lesional
2757,weibull_min,0.9497200759068285,"(11.825932595565106, 1.2386884389982844, 3.6965475608654237)",lesional
2758,weibull_min,0.868252716327389,"(10.803466895929773, 0.5963975270591113, 3.481764470636385)",lesional
2759,norm,0.958068624896159,"(6.768961500583707, 0.32271118218013944)",lesional
2761,weibull_min,0.8400498249199972,"(6.068647032558966, 3.6093231711488247, 1.4614882804342293)",lesional
2762,weibull_min,0.9392196427235762,"(7.7787601144076435, 4.164594320363493, 1.5354279964399509)",lesional
2763,norm,0.7065803172776163,"(3.603724757449142, 0.27311992420202447)",lesional
2764,weibull_min,0.33980148509138686,"(5.918870733297676, 2.9188451730506983, 2.1948388041931723)",lesional
2765,weibull_min,0.5460488063712372,"(8.886032743097626, 1.3275339831447945, 3.469687450963153)",lesional
2766,weibull_min,0.9532830715464953,"(20.94872908783843, -1.5995531681018056, 6.982410767456642)",lesional
2767,weibull_min,0.9765378562985558,"(5.432310141480549, 0.9651531670958777, 2.193140776024053)",lesional
2768,weibull_max,0.23287020107570455,"(2.01175839070348, 5.304504672359411, 1.0995360110554104)",lesional
2770,weibull_min,0.7488138647206808,"(18.44277486731469, -2.4592101692775277, 6.408681358977611)",lesional
2771,weibull_max,0.6830993709660489,"(2.3247261881302475, 5.994613336924237, 1.510633129876281)",lesional
2772,weibull_min,0.646050227381851,"(8.3063452494675, 0.988717790456422, 2.6465751217950535)",lesional
2775,weibull_min,0.9282639930571104,"(3.22515951012838, 5.000717385941727, 1.4269637700785915)",lesional
2776,weibull_min,0.9215973179611403,"(4.094156453419165, 4.7944595705782636, 1.0941380374610135)",lesional
2777,weibull_min,0.9726138886178282,"(5.145952851689637, 4.194589967030451, 2.6314976667398717)",lesional
2778,weibull_min,0.444871339620558,"(4.618845355473158, 4.710885166541484, 1.4308928140625907)",lesional
2779,weibull_min,0.9145261244447657,"(12.33027716742399, -1.680576769475976, 4.790848392603001)",lesional
2781,norm,0.9952579576064876,"(4.532435041735852, 0.4514849109313947)",lesional
2782,norm,0.7295670948584652,"(6.769203485717773, 0.29556851569259357)",lesional
2783,weibull_min,0.9503174094338415,"(26.88175234040859, 0.22598835529919437, 5.82783751702067)",lesional
2784,weibull_min,0.6358885249210946,"(6.341822049753762, 0.7631930745699786, 2.8840325844247534)",lesional
2786,genextreme,0.8416254336062483,"(0.45987313175999145, 3.8575854901954045, 0.5274954449591771)",lesional
2787,weibull_min,0.9128450286741943,"(14.923332463348878, -1.7196627919514298, 4.956727458103025)",lesional
2788,weibull_min,0.9507023056226535,"(9.283341559189694, 2.5391094726588923, 3.6241228182952545)",lesional
2789,weibull_min,0.9350840553301685,"(4.283356286801043, -0.6868292704532201, 2.5071955103735686)",lesional
2791,weibull_max,0.8291660694348612,"(3.155410669640464, 9.341415338012922, 1.721344894735969)",lesional
2792,weibull_min,0.9544037548123371,"(9.256379737842218, -2.921144450070377, 5.055041780769486)",lesional
2793,weibull_min,0.8396339334518371,"(115.02755139611591, -25.46726135965774, 30.76735606408083)",lesional
2794,weibull_min,0.5502312531661038,"(7.187530916392021, 3.987172320160118, 2.658165072162573)",lesional
2796,weibull_max,0.9996844764875438,"(4.888720135240236, 5.101796127221155, 1.0048829996887343)",lesional
2797,norm,0.7597598410481197,"(6.370355554900591, 0.1661482326889095)",lesional
2801,norm,0.8157966634272633,"(6.346738997748205, 0.43753535352360756)",lesional
2802,norm,0.6830675885171646,"(5.591525636184622, 0.5591846582893842)",lesional
2803,norm,0.9776592731364057,"(6.974984723338534, 0.4602495256984015)",lesional
2804,norm,0.7711398443845495,"(6.949012146561953, 0.4168741628955839)",lesional
2805,weibull_min,0.5845485437358757,"(6.080891055769868, 1.0764396147790771, 1.6274882495710004)",lesional
2806,weibull_min,0.18658220648519142,"(6.121232212200828, 1.0983775839514773, 2.173346258700838)",lesional
2807,weibull_max,0.5286430915179233,"(2.1741667412047794, 5.638716583068842, 0.6701843620524541)",lesional
2809,weibull_max,0.8590674055596115,"(2.038920546853703, 4.89126130675764, 0.44253022547821574)",lesional
2810,norm,0.4925950067182189,"(6.52549583759016, 0.5378918621502616)",lesional
2811,weibull_max,0.9024453886916549,"(1.7821732367533387, 6.251705098883232, 0.6385790767395391)",lesional
2813,weibull_min,0.692847030555483,"(8.215017243808436, 2.866212369014627, 1.8678011794086953)",lesional
2814,genextreme,0.9745980406048043,"(0.38319758284043437, 4.436439900960495, 0.4147915439081697)",lesional
2815,norm,0.7824182556760944,"(6.054146405286257, 0.29084184454211676)",lesional
2816,weibull_min,0.9882584519990341,"(4.634049583603559, 4.004885231750914, 1.4467134981922474)",lesional
2817,weibull_min,0.9889292147659647,"(6.047642695209754, 1.8724699541698282, 2.6075660110370213)",lesional
2818,weibull_min,0.5325275826675675,"(9.951516514844943, 1.9419161769371134, 2.5243907330710997)",lesional
2822,weibull_min,0.9193703798050962,"(8.604377514438642, 2.8827700442592645, 3.224898068751977)",lesional
2823,weibull_min,0.7789571985025785,"(6.465708494949984, -0.8901740385359457, 3.3721081742605854)",lesional
2824,genextreme,0.9302465607894532,"(0.44644070896829213, 5.056262464744226, 0.41835749011282564)",lesional
2825,weibull_min,0.7845788828717484,"(5.28106794725416, 3.947439467330573, 2.560409339011052)",lesional
2826,norm,0.6134285673878233,"(2.68109516906958, 0.6059548634287896)",lesional
2827,weibull_min,0.2765096933199651,"(6.692107230073326, 5.061295311854387, 2.1658845412024084)",lesional
2828,weibull_max,0.925883038029294,"(5.613735482575093, 7.167007808871529, 1.4359261880455962)",lesional
2829,weibull_min,0.5128485694335023,"(36.094727719458376, -3.894872772865999, 9.843374773589774)",lesional
2830,norm,0.15093196854430657,"(5.907262578760184, 0.3504802184633155)",lesional
2831,norm,0.7473280537605442,"(4.468188512666427, 0.265945067435967)",lesional
2832,weibull_min,0.8364903322271677,"(12.682878572299774, 4.485271283325406, 2.2830396550116197)",lesional
2835,weibull_min,0.8045736633926064,"(52088304.69055407, -27282941.601164147, 27282946.693707652)",lesional
2836,norm,0.46885965819379516,"(3.8592646285620726, 0.547362297009583)",lesional
2837,genextreme,0.9557452652984382,"(0.5404117997272186, 5.519131729053546, 0.19874323581830314)",lesional
2839,weibull_max,0.3393334850446653,"(1.9606903884388347, 6.804580636920385, 0.5476194217180472)",lesional
2840,weibull_min,0.751404362990733,"(57956428.72826235, -11508839.707033187, 11508844.331053378)",lesional
2842,weibull_min,0.6545687350793526,"(1299.7596046078472, -279.2351146640926, 284.4268401500094)",lesional
2844,norm,0.12317713345918346,"(4.078767472351663, 0.3425290661815677)",lesional
2845,weibull_max,0.9676525854741806,"(1.8145107513844174, 3.749341832609204, 1.3631742827682412)",lesional
2846,weibull_min,0.6792561633808727,"(4.390332947190097, 4.822057474553123, 1.4901373168582395)",lesional
2847,weibull_max,0.9967338132057104,"(2.6573425458585587, 7.171806224856027, 1.1302015799984826)",lesional
2848,weibull_max,0.7075515455172184,"(1.893372457398618, 4.834314786276215, 0.6064351422556691)",lesional
2849,weibull_min,0.1511266618545396,"(26.135187212731402, -3.8363439989258676, 6.785515691941301)",lesional
2850,weibull_max,0.9990329050756352,"(2.0305667309219646, 4.579016357597473, 1.409605589759561)",lesional
2852,weibull_max,0.8801541681362687,"(13.284937962513492, 11.128858065164797, 5.518795417685888)",lesional
2853,weibull_max,0.9994506567639021,"(2.8913925861403085, 4.2645161734009065, 2.185748861042285)",lesional
2854,norm,0.7062078346564655,"(8.109865944303055, 0.31009307387044277)",lesional
2855,norm,0.9958290824885604,"(5.954409697979164, 0.46783755370436597)",lesional
2857,weibull_min,0.9488913974034499,"(24.501224892414903, -3.013375198672458, 6.887897652230627)",lesional
2858,weibull_min,0.7165047945441825,"(14.543998830944393, 0.5397648986161859, 5.694928768928051)",lesional
2859,norm,0.9894135249765671,"(3.2975093581683597, 0.3866328190019272)",lesional
2860,weibull_max,0.6487965065385249,"(5.633597573791498, 7.035489524720347, 2.955625901131516)",lesional
2861,weibull_min,0.9365189548964475,"(8.86008330241717, 1.7236863309491528, 2.971796055137702)",lesional
2862,genextreme,0.9177300468959018,"(0.429066720089288, 5.546924073207525, 0.38100765029159256)",lesional
2863,genextreme,0.9653337243334925,"(0.155707617580241, 6.101181379936539, 0.26880718697342343)",lesional
2864,weibull_min,0.5794064897484741,"(137.59779593452402, -24.6697531068296, 30.853428610738337)",lesional
2865,weibull_min,0.9347914597886371,"(20.837319028772978, -1.8652321839227763, 8.363375980315935)",lesional
2868,weibull_min,0.9988224031653498,"(5.951759172741783, -1.7506606870598267, 3.957228405710648)",lesional
2869,norm,0.5760292302816739,"(3.2445942609900587, 0.5505904099874419)",lesional
2870,weibull_min,0.6110392919946261,"(2.8002437697210185, 3.886710892502042, 1.283461610269879)",lesional
2872,norm,0.4065452668159447,"(4.374956166632789, 0.27941521177685674)",lesional
2873,weibull_min,0.9540086567330989,"(11.687878553898045, 3.3878793674143384, 3.9380488248732197)",lesional
2874,genextreme,0.9527498207579651,"(0.44753710006169317, 3.2846437060297866, 0.5892130437029874)",lesional
2875,weibull_min,0.8878081015409511,"(5.215026599583055, 0.7793993248851121, 3.0112423114032785)",lesional
2877,norm,0.9952916336512742,"(3.8954720536700163, 0.3591228519261181)",lesional
2878,norm,0.18356283202876222,"(6.090904948108783, 0.5269922407526298)",lesional
2879,weibull_min,0.9668131142786627,"(6.79708994930472, 3.4748090180879574, 2.352573041338408)",lesional
2880,genextreme,0.5954543132447048,"(0.15986090522636415, 5.689523912356384, 0.3800002492670539)",lesional
2881,weibull_min,0.940875196966663,"(77662369.67275041, -21308463.97253091, 21308468.9208638)",lesional
2883,genextreme,0.35098097406442597,"(0.5251976233652416, 3.970203668492836, 0.4738237765823561)",lesional
2884,weibull_min,0.5616418880886128,"(13.289196227176863, 0.013198740949105996, 5.509607797133517)",lesional
2886,norm,0.9674859877296478,"(3.6022402482349105, 0.46971743941157906)",lesional
2887,weibull_min,0.992345845596469,"(6.965733024594201, 0.22839418349730028, 4.65304268161629)",lesional
2888,weibull_max,0.5832657361093657,"(1.996961680606463, 3.8261637278836975, 1.010021842432396)",lesional
2890,weibull_min,0.6757376493839582,"(7.174063532384279, 2.4266086355619247, 2.73750377010824)",lesional
2891,weibull_max,0.8036366260191548,"(2.576400570525691, 5.4867212031401245, 0.6064227042777415)",lesional
2892,norm,0.2049609144763045,"(4.298677182195958, 0.39509594502040657)",lesional
2894,genextreme,0.9427875927592372,"(0.17540648896460198, 4.655219507270557, 0.6262813009317566)",lesional
2896,weibull_min,0.5096189552147352,"(20.84395997778971, -0.006292635359918426, 4.123708223779067)",lesional
2897,weibull_min,0.9070946132398447,"(4.5497169624114715, 2.120654161641877, 1.6206881805952036)",lesional
2899,norm,0.5509459435291861,"(4.936542443013627, 0.5574485461213484)",lesional
2901,weibull_min,0.9996377057422569,"(8.015054124427323, 0.9080756040261885, 3.959045872447305)",lesional
2902,weibull_min,0.8289487221008247,"(129.95344299625594, -34.846375376492034, 40.313019248178065)",lesional
2904,norm,0.6139935068331435,"(6.4641416991035765, 0.4446408720654675)",lesional
2905,norm,0.7880134144620633,"(6.48068622471747, 0.8250484318042508)",lesional
2906,weibull_min,0.9361725374237334,"(7.646401899433995, 4.729310519849778, 1.6676529055410918)",lesional
2907,norm,0.8220357849030822,"(4.095134158171891, 0.5574742606809321)",lesional
2908,weibull_min,0.9424128472985718,"(4.8324117456133155, 1.6471369299290326, 1.8164547341505717)",lesional
2909,norm,0.45063505767894807,"(6.429801752528083, 0.40189477370751364)",lesional
2910,weibull_min,0.9958738436817294,"(10.378085950489282, 2.782402157805609, 2.9283054655118104)",lesional
2911,weibull_max,0.6383818843023374,"(1.9212670670541954, 8.246688784817634, 2.705543198095577)",lesional
2914,norm,0.1837294132730649,"(3.5117619775292455, 0.4580053753851517)",lesional
2915,weibull_min,0.8315272735934479,"(17.521485407637478, -3.5353761298814863, 6.316477699190054)",lesional
2916,norm,0.2971093919567236,"(6.704433486835366, 0.34798577632856437)",lesional
2917,norm,0.28962077968200417,"(7.314265716753459, 0.46339803791016493)",lesional
2918,norm,0.23285151853776898,"(4.320363885121753, 0.45276002073446764)",lesional
2919,norm,0.6196607745982055,"(7.411264273345717, 0.3235340294700462)",lesional
2921,genextreme,0.8762641693227673,"(0.046861799885958164, 8.660620669728175, 0.3087205195732533)",lesional
2922,genextreme,0.99753493557891,"(0.3538850272841487, 3.1826238828013036, 0.6885166445709653)",lesional
2923,weibull_min,0.9828969733361402,"(6.005387727147314, -0.08423575730717195, 2.5813740262773908)",lesional
2925,norm,0.304084663849411,"(4.495724535735493, 0.4954141994498715)",lesional
2926,weibull_min,0.7425091532162731,"(5.3060669190242455, 2.6872762776544628, 2.858927585965393)",lesional
2927,norm,0.5344524134291707,"(3.850458454734894, 0.42660983359589183)",lesional
2928,norm,0.029643272994809844,"(4.734594810497907, 0.32494769762026543)",lesional
2929,genextreme,0.958667796490188,"(0.3303768341101641, 3.984769493563414, 0.7877387673973759)",lesional
2930,norm,0.6365996387761169,"(2.923823751918175, 0.5947275249012259)",lesional
2932,weibull_min,0.9291439710057786,"(14.285361313050387, 2.28037226272773, 4.707476585738032)",lesional
2933,weibull_min,0.9990329838624451,"(5.662853777984953, 2.1825071249835304, 2.6566893636069975)",lesional
2934,norm,0.7211919280199274,"(7.003333789831051, 0.42004040542338494)",lesional
2935,norm,0.4939803960991459,"(3.0798130294872745, 0.49929497330970657)",lesional
2936,norm,0.5850102522277654,"(8.435111158966384, 0.42676068810465495)",lesional
2938,norm,0.7693976395418807,"(6.90591624136165, 0.5103457261806292)",lesional
2939,norm,0.6163793766451662,"(4.426068575131616, 0.3100702829096624)",lesional
2940,weibull_min,0.917619413598639,"(14.512785035128488, 2.602153320133297, 3.1570597594743344)",lesional
2941,norm,0.5160469042561125,"(3.7703605481411424, 0.44977903607672953)",lesional
2942,weibull_max,0.8958859753574276,"(7.054666456351139, 8.498777155489577, 3.687134771881696)",lesional
2943,weibull_min,0.7852902143764126,"(8.816354751474414, 0.733700610045741, 3.427010263564519)",lesional
2944,norm,0.5658979847639674,"(5.598518017283612, 0.3008899609514351)",lesional
2945,norm,0.19260612086349538,"(4.795233476111192, 0.3614129459446468)",lesional
2946,weibull_min,0.35895584864782204,"(10.719238751199333, 1.290967845453251, 3.154664820012993)",lesional
2947,weibull_min,0.9562681856956319,"(5.294908255381028, 3.157213737100192, 1.547896421717494)",lesional
2948,norm,0.7602105390349574,"(3.6153792398549136, 0.4044414740727541)",lesional
2950,norm,0.4527090645459817,"(6.239496351350356, 0.22208510815609558)",lesional
2951,weibull_min,0.7935729555378489,"(12.148531941451514, 1.054676852050434, 2.6545792215695165)",lesional
2953,weibull_min,0.4008914208839275,"(9.901384935898133, 0.13577153462254354, 4.315542809499452)",lesional
2954,weibull_min,0.9197150307082551,"(7.573990545800928, 1.4542631007728, 3.0851509065907603)",lesional
2955,weibull_max,0.9869830141334553,"(1.9712018258571842, 4.800458658315639, 0.7586212632881283)",lesional
2956,weibull_min,0.976702166619859,"(4.322874543646751, 5.7453752417380635, 1.0369655480544209)",lesional
2958,norm,0.5417580029872826,"(4.994747711218396, 0.5043929841524493)",lesional
2960,norm,0.713148104308963,"(6.496366939020128, 0.31518335148951365)",lesional
2961,norm,0.4036482657772742,"(7.314941796279112, 0.45121385391360846)",lesional
2962,weibull_min,0.9909040148764404,"(10.644752109337016, 3.496923129365251, 3.644081835922021)",lesional
2963,norm,0.8624674692280005,"(3.06215937443149, 0.8363753901448571)",lesional
2965,weibull_min,0.32851594826334185,"(6.6087875903105555, 5.4340280751253545, 2.3854409040652156)",lesional
2967,weibull_min,0.8545079879831731,"(12.00251205897521, 3.5732872598574366, 2.7536768023419604)",lesional
2968,weibull_max,0.9992504080407754,"(2.5100290389455138, 4.458799230921837, 1.6864497185533165)",lesional
2970,norm,0.691348369933692,"(6.367837509436911, 0.36264947814241416)",lesional
2971,norm,0.4537992262215188,"(7.709693403489038, 0.17202047513447313)",lesional
2972,weibull_min,0.9966330738713343,"(7.7814620622203154, 2.04045190578759, 2.721811257541181)",lesional
2975,weibull_max,0.8129519900665305,"(3.7690877140022927, 4.497999976109934, 2.024608699497907)",lesional
2976,weibull_min,0.9067679619182871,"(12.16375915891083, -0.030499514348868804, 4.118261279692673)",lesional
2978,weibull_min,0.9906562400857228,"(2.9908762903441763, 5.717475868996089, 1.2452198404060595)",lesional
2979,weibull_min,0.31449541569859085,"(5.4128659184337735, 5.547644623748415, 1.6681211138937684)",lesional
2980,norm,0.9342184379173815,"(4.210559858315134, 0.4840057639433684)",lesional
2981,weibull_max,0.9994014946206765,"(2.466863941194177, 5.696000592272457, 1.361876134792884)",lesional
2982,weibull_min,0.9638118235789078,"(3.1239602853315103, 0.09209994383073682, 1.9465053283942355)",lesional
2983,weibull_max,0.9135559923711445,"(2.3722231549692987, 5.731456319859153, 1.1675460426701807)",lesional
